brand,model,seller_type,fuel_type,transmission_type,avg_cost_price,vehicle_age,km_driven,mileage,max_power,seats,selling_price
BMW,X3,Dealer,Diesel,Automatic,7814000.0,5,36799,18.56,187.7,5,3985000
Tata,Safari,Individual,Diesel,Manual,1813000.0,14,80000,13.93,138.0,7,350000
Maruti,Eeco,Individual,Petrol,Manual,502000.0,11,110000,15.37,73.0,7,180000
Hyundai,i10,Dealer,LPG,Manual,713826.6666666667,9,70000,19.0,68.1,5,285000
Volkswagen,Polo,Dealer,Petrol,Manual,928383.0409356725,6,33000,16.47,73.9,5,615000
Renault,KWID,Dealer,Petrol,Manual,551000.0,4,57000,23.01,67.0,5,425000
Maruti,Celerio,Dealer,Petrol,Manual,593000.0,7,43000,23.1,67.04,5,375000
Hyundai,i20,Dealer,Petrol,Manual,1081004.213483146,5,57000,17.19,81.86,5,590000
Hyundai,Grand,Individual,Diesel,Manual,707119.5054945055,5,110000,24.0,70.0,5,480000
Mercedes-Benz,S-Class,Dealer,Diesel,Automatic,17600000.0,11,147500,13.5,282.0,5,1385000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,8,70000,22.9,74.0,5,530000
Volkswagen,Vento,Dealer,Petrol,Automatic,1346000.0,2,2700,14.4,103.6,5,1000000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,1,8600,24.3,88.5,5,1008000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,4,36000,24.3,88.5,5,895000
Datsun,RediGO,Dealer,Petrol,Manual,516000.0,4,21918,22.7,53.64,5,269000
Toyota,Fortuner,Dealer,Diesel,Automatic,4440000.0,4,91346,15.04,174.5,7,2950000
Mahindra,XUV500,Dealer,Diesel,Automatic,1991000.0,4,36000,16.0,140.0,7,1400000
Mahindra,Scorpio,Individual,Diesel,Manual,1730985.3556485353,3,35000,16.36,120.0,7,1200000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,12,124000,17.8,75.0,5,340000
Skoda,Rapid,Dealer,Diesel,Manual,1228091.836734694,7,63063,20.5,103.5,5,495000
BMW,5,Dealer,Diesel,Automatic,8064000.0,2,9000,22.48,187.74,5,5000000
Renault,KWID,Individual,Petrol,Manual,487000.0,3,50000,25.17,53.3,5,250000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,9,16000,19.81,68.05,5,275000
Maruti,Alto,Dealer,CNG,Manual,499500.0,4,20700,33.44,40.3,4,381000
Maruti,Wagon R,Dealer,CNG,Manual,600500.0,5,56000,33.54,67.04,5,360000
Mahindra,XUV500,Dealer,Diesel,Manual,2137000.0,10,74000,15.1,140.0,7,770000
Hyundai,Verna,Individual,Petrol,Manual,1409500.0,2,20000,17.0,121.3,5,995000
Hyundai,Grand,Dealer,Petrol,Manual,752000.0,6,30000,18.9,82.0,5,495000
Maruti,Baleno,Dealer,Petrol,Manual,869356.8464730291,2,20214,21.01,81.8,5,725000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,7,100000,23.4,74.0,5,365000
Maruti,Ertiga,Individual,Petrol,Automatic,1028000.0,4,95000,17.03,91.1,7,600000
BMW,X1,Dealer,Diesel,Automatic,5410000.0,4,23000,20.68,188.0,5,2850000
Honda,Amaze,Individual,Diesel,Manual,933984.0255591054,8,34294,25.8,98.6,5,425000
Honda,City,Dealer,Petrol,Manual,1500000.0,5,27275,17.4,117.6,5,850000
Toyota,Innova,Dealer,Diesel,Manual,2467000.0,4,87000,13.68,147.51,8,1835000
Renault,Duster,Dealer,Diesel,Manual,1416888.888888889,7,56000,19.64,108.45,5,525000
Maruti,Wagon R,Individual,Petrol,Manual,630000.0,11,25000,18.9,67.1,5,175000
Jaguar,XF,Dealer,Diesel,Automatic,6813000.0,6,50000,16.36,187.7,5,3000000
Hyundai,Santro,Individual,CNG,Manual,639939.0243902439,3,6500,30.48,58.0,5,525000
Renault,KWID,Dealer,Petrol,Manual,506758.6206896552,4,30000,23.01,67.0,5,340000
Maruti,Celerio,Dealer,Petrol,Automatic,627500.0,6,35000,23.1,67.04,5,450000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,6,117000,12.99,100.6,8,1199000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,8,60000,19.81,68.05,5,230000
Hyundai,Grand,Dealer,Petrol,Manual,752000.0,5,19000,18.9,82.0,5,535000
Mahindra,Scorpio,Individual,Diesel,Manual,1681000.0,7,90000,12.05,120.0,7,600000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,12,30000,20.36,78.9,5,300000
Tata,Tiago,Dealer,Petrol,Manual,711500.0,4,39871,23.84,84.0,5,460000
Maruti,Wagon R,Dealer,Petrol,Automatic,667500.0,3,17000,20.51,67.0,5,515000
Mahindra,Bolero,Individual,Diesel,Manual,955000.0,7,100000,15.96,62.1,7,510000
Toyota,Innova,Dealer,Diesel,Manual,2619000.0,4,167000,13.68,147.8,7,1695000
Volkswagen,Polo,Dealer,Diesel,Manual,928383.0409356725,7,132220,20.14,88.8,5,450000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,2,12000,24.3,88.5,5,950000
Maruti,Alto,Individual,Petrol,Manual,392000.0,8,48000,22.74,47.3,5,200000
Audi,A4,Dealer,Diesel,Automatic,5257923.076923077,7,64000,17.11,174.33,5,1545000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,11,100000,17.8,75.0,5,217000
Hyundai,i20,Dealer,Petrol,Manual,1112000.0,5,49000,18.6,81.83,5,695000
Hyundai,Grand,Dealer,Petrol,Manual,676000.0,5,8700,18.9,82.0,5,450000
Mahindra,Scorpio,Individual,Diesel,Automatic,1652500.0,9,70000,11.79,120.0,8,690000
Hyundai,i20,Individual,Petrol,Manual,1057500.0,2,25000,18.6,81.86,5,775000
Maruti,Swift,Dealer,Petrol,Manual,834500.0,9,85508,18.6,85.8,5,425000
Mahindra,Scorpio,Dealer,Diesel,Manual,1745000.0,4,91000,15.4,120.0,7,915000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,6,52000,26.59,74.0,5,490000
Maruti,Wagon R,Individual,Petrol,Manual,606500.0,17,50000,18.9,67.1,5,50000
Hyundai,Verna,Individual,Diesel,Manual,1637500.0,6,156000,23.9,126.2,5,900000
Tata,Tiago,Individual,Petrol,Manual,677372.2222222222,2,16876,23.84,84.0,5,498000
Maruti,Swift,Dealer,Petrol,Manual,786000.0,6,49134,20.4,81.8,5,450000
Honda,City,Dealer,Petrol,Manual,1474000.0,3,15000,17.4,117.3,5,844000
Hyundai,Grand,Individual,Petrol,Manual,724000.0,6,30000,18.9,82.0,5,450000
Maruti,Baleno,Dealer,Petrol,Manual,889000.0,2,13500,21.4,83.1,5,720000
Honda,Civic,Individual,Petrol,Manual,2323500.0,11,80000,13.5,130.0,5,240000
Maruti,Wagon R,Dealer,CNG,Manual,614000.0,4,29852,26.6,58.16,5,431000
Mahindra,XUV500,Individual,Diesel,Manual,2137000.0,7,80000,15.1,140.0,7,850000
Mahindra,XUV500,Dealer,Diesel,Manual,2137000.0,8,92000,15.1,140.0,7,885000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,4,27000,24.3,88.5,5,875000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,7,30000,12.99,100.6,7,1250000
Honda,City,Individual,Diesel,Manual,1617000.0,7,84000,26.0,98.6,5,400000
Volkswagen,Vento,Dealer,Petrol,Automatic,1323000.0,7,37540,16.93,103.2,5,565000
Maruti,Wagon R,Dealer,Petrol,Manual,629500.0,8,20670,20.51,67.04,5,345000
BMW,X1,Individual,Diesel,Automatic,5028000.0,5,30000,20.68,188.0,5,2200000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,8,147000,12.99,100.0,8,925000
BMW,5,Dealer,Diesel,Automatic,8064000.0,11,142500,16.73,218.0,5,1150000
Honda,City,Dealer,Petrol,Manual,1474000.0,6,60000,17.4,117.3,5,625000
Maruti,Vitara,Individual,Diesel,Manual,1081500.0,5,66200,24.3,88.5,5,750000
Datsun,RediGO,Dealer,Petrol,Manual,516000.0,4,18900,22.7,53.64,5,245000
Maruti,Swift Dzire,Trustmark Dealer,Petrol,Automatic,824000.0,4,30503,22.0,81.8,5,645000
Hyundai,Verna,Dealer,Petrol,Manual,1349000.0,8,64000,17.01,121.3,5,525000
Hyundai,i20,Dealer,Petrol,Manual,1072000.0,10,6708,18.5,80.0,5,265000
Audi,A6,Dealer,Diesel,Automatic,6801100.0,6,68000,18.53,187.74,5,2550000
Audi,A6,Dealer,Diesel,Automatic,6801100.0,9,70000,17.68,174.33,5,1600000
Renault,Duster,Individual,Diesel,Automatic,1416888.888888889,1,150000,19.87,108.5,5,600000
Mahindra,Scorpio,Dealer,Diesel,Manual,1881500.0,8,122772,12.05,120.0,7,650000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,3,35000,24.3,88.5,5,734000
Hyundai,Creta,Individual,Diesel,Manual,1572500.0,3,60000,21.38,88.7,5,950000
Skoda,Rapid,Dealer,Diesel,Manual,1228091.836734694,4,20125,20.5,103.5,5,800000
Maruti,Swift Dzire,Dealer,Petrol,Manual,862000.0,8,38000,19.1,85.8,5,395000
Maruti,Alto,Individual,Petrol,Manual,419500.0,1,5000,22.05,47.3,5,373000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,10,89000,19.3,73.9,5,360000
Maruti,Wagon R,Individual,Petrol,Manual,667500.0,2,17000,20.52,81.8,5,550000
Maruti,Baleno,Individual,Petrol,Manual,833000.0,1,2400,21.01,81.8,5,700000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,3,62000,24.3,88.5,5,975000
Hyundai,Grand,Dealer,Petrol,Manual,752000.0,4,43000,18.9,82.0,5,550000
Mercedes-Benz,GL-Class,Dealer,Diesel,Automatic,7378454.545454546,7,50000,11.3,254.8,7,3650000
Maruti,Wagon R,Individual,LPG,Manual,618558.6145648313,10,120000,26.2,58.2,5,250000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,10,33111,19.7,46.3,5,205000
Maruti,Wagon R,Individual,LPG,Manual,618558.6145648313,7,60000,14.6,61.6,5,350000
Hyundai,i20,Individual,Petrol,Manual,1112000.0,4,80000,18.6,81.83,5,750000
Honda,City,Dealer,Diesel,Manual,1629000.0,7,98000,26.0,98.6,5,595000
Renault,Duster,Dealer,Diesel,Manual,1416888.888888889,6,90431,20.45,83.8,5,500000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,7,63000,20.36,78.9,5,295000
Honda,Amaze,Dealer,Diesel,Manual,1047500.0,7,80000,25.8,98.6,5,375000
Toyota,Fortuner,Dealer,Diesel,Manual,4198962.962962963,6,126000,13.0,168.5,7,1625000
Maruti,Celerio,Dealer,Petrol,Manual,593000.0,5,29000,23.1,67.04,5,441000
Honda,City,Dealer,Diesel,Manual,1524500.0,5,58000,26.0,98.6,5,625000
Honda,Amaze,Dealer,Petrol,Automatic,885500.0,4,21000,18.1,88.7,5,575000
Mercedes-Benz,S-Class,Individual,Diesel,Automatic,17950000.0,8,60000,13.5,282.0,5,2600000
Maruti,Celerio,Trustmark Dealer,Petrol,Manual,577500.0,3,20365,23.1,67.04,5,410000
Honda,Amaze,Individual,Diesel,Manual,979500.0,8,80000,25.8,98.6,5,300000
Ford,Figo,Dealer,Diesel,Manual,961000.0,11,89226,20.0,68.0,5,300000
Honda,City,Dealer,Diesel,Manual,1688000.0,6,70500,26.0,98.6,5,650000
Maruti,Vitara,Dealer,Diesel,Automatic,1081500.0,3,93550,24.3,88.5,5,875000
Maruti,Swift,Dealer,Petrol,Manual,774671.5686274511,9,85517,18.6,85.8,5,425000
Skoda,Rapid,Dealer,Petrol,Automatic,1240500.0,5,50000,14.3,103.52,5,645000
Maruti,Ciaz,Individual,Petrol,Automatic,1193500.0,3,50000,20.28,103.25,5,900000
Maruti,Wagon R,Dealer,Petrol,Manual,618558.6145648313,10,66000,18.9,67.1,5,245000
Hyundai,Creta,Dealer,Diesel,Manual,1784000.0,3,67806,19.67,126.2,5,1295000
Hyundai,Santro,Dealer,Petrol,Manual,639939.0243902439,13,75000,17.92,62.1,5,145000
Honda,Jazz,Dealer,Petrol,Manual,974000.0,5,53044,18.7,88.7,5,555000
BMW,X3,Individual,Diesel,Automatic,7184000.0,9,60000,16.09,184.0,5,1350000
Maruti,Wagon R,Dealer,Petrol,Automatic,630000.0,3,17000,21.79,67.05,5,445000
Maruti,Celerio,Individual,Petrol,Automatic,624000.0,4,40000,21.63,67.0,5,500000
Honda,Amaze,Dealer,Diesel,Automatic,1042500.0,3,17716,23.8,78.9,5,880000
Hyundai,i20,Individual,Petrol,Manual,1081004.213483146,4,40000,18.6,81.83,5,590000
Toyota,Innova,Dealer,Diesel,Manual,2541500.0,3,38000,13.68,147.51,8,1775000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,4,30000,19.72,108.45,5,1150000
Maruti,Ertiga,Dealer,CNG,Manual,1038372.0,3,37000,17.5,80.46,7,825000
Toyota,Fortuner,Dealer,Diesel,Automatic,4217000.0,7,150000,11.5,169.0,7,1700000
Hyundai,i20,Individual,Petrol,Manual,1034000.0,5,55000,18.6,81.83,5,500000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,13,50000,19.3,73.9,5,300000
Hyundai,Grand,Dealer,Diesel,Manual,707119.5054945055,6,61062,24.0,70.0,5,337000
BMW,3,Dealer,Diesel,Automatic,5546500.0,5,46000,22.69,190.0,5,2650000
Audi,A4,Dealer,Diesel,Automatic,5257923.076923077,9,100581,15.2,140.8,5,1299000
Maruti,Baleno,Dealer,Petrol,Manual,889000.0,6,25800,21.4,83.1,5,575000
Hyundai,Verna,Individual,Petrol,Manual,1458305.7553956835,6,70000,17.01,121.4,5,525000
BMW,5,Dealer,Diesel,Automatic,8064000.0,10,60000,16.73,218.0,5,1450000
Ford,Ecosport,Dealer,Petrol,Automatic,1171862.9283489096,4,40423,14.7,120.69,5,895000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,8,72000,20.36,78.9,5,275000
Volkswagen,Vento,Individual,Petrol,Manual,1346000.0,6,50000,16.09,103.2,5,750000
Hyundai,i20,Dealer,Diesel,Manual,1162500.0,3,13000,22.54,88.73,5,875000
Maruti,Baleno,Dealer,Petrol,Manual,931000.0,3,22072,21.01,81.8,5,840000
Hyundai,i20,Dealer,Petrol,Manual,1081004.213483146,9,39200,17.0,80.0,5,345000
Ford,Figo,Dealer,Petrol,Manual,770000.0,5,68000,18.16,86.8,5,525000
Renault,KWID,Dealer,Petrol,Automatic,551000.0,3,21000,24.04,67.0,5,450000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,8,54000,23.4,74.0,5,475000
Hyundai,Grand,Dealer,Petrol,Manual,752000.0,4,56000,18.9,81.86,5,565000
Hyundai,Grand,Dealer,Petrol,Manual,652500.0,5,44000,18.9,82.0,5,410000
Mahindra,KUV,Individual,Diesel,Manual,780383.3333333333,5,25000,25.32,77.0,6,470000
Hyundai,i20,Individual,Diesel,Manual,1126000.0,6,70000,22.54,88.73,5,595000
Skoda,Rapid,Dealer,Diesel,Manual,1228091.836734694,6,65785,21.14,103.52,5,625000
Hyundai,i20,Dealer,Petrol,Manual,1112000.0,9,71000,17.0,80.0,5,410000
Volkswagen,Polo,Individual,Diesel,Manual,928383.0409356725,8,120000,22.07,73.9,5,375000
Hyundai,Grand,Dealer,Petrol,Manual,707119.5054945055,7,40000,18.9,82.0,5,495000
Maruti,Swift Dzire,Dealer,Petrol,Automatic,862000.0,8,43000,17.4,85.8,5,445000
Hyundai,Verna,Individual,Diesel,Automatic,1468500.0,3,50000,22.0,126.2,5,1050000
Mahindra,XUV300,Dealer,Petrol,Manual,1185000.0,2,7900,17.0,110.0,5,850000
Maruti,Swift,Dealer,Petrol,Manual,834500.0,12,54000,16.1,88.2,5,360000
Maruti,Wagon R,Individual,Petrol,Manual,605500.0,5,120000,20.51,67.04,5,250000
Hyundai,i20,Individual,Petrol,Manual,1024000.0,10,148000,17.0,80.0,5,210000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,6,35000,23.95,67.05,5,275000
Honda,Amaze,Dealer,Petrol,Manual,910000.0,7,53000,18.0,86.7,5,485000
Mahindra,Scorpio,Dealer,Diesel,Manual,1719000.0,3,47000,16.36,140.0,7,1350000
Maruti,Wagon R,Individual,Petrol,Manual,667500.0,10,50000,18.9,67.1,5,272000
Hyundai,Grand,Dealer,Petrol,Manual,707119.5054945055,8,77000,18.9,82.0,5,425000
Audi,Q7,Dealer,Diesel,Automatic,8060000.0,8,33000,12.07,241.4,7,2900000
BMW,X1,Individual,Diesel,Automatic,5255500.0,3,30000,20.68,188.0,5,3250000
Maruti,Swift,Individual,Petrol,Manual,785000.0,4,40000,21.21,81.8,5,540000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,6,60000,23.95,67.05,5,285000
Maruti,Swift,Dealer,Petrol,Automatic,785000.0,5,52000,22.0,81.8,5,650000
Tata,Hexa,Individual,Diesel,Manual,1410000.0,3,79000,17.6,153.86,7,1550000
Honda,City,Dealer,Diesel,Manual,1620000.0,6,78000,25.6,97.9,5,725000
Maruti,Swift,Individual,Petrol,Manual,815500.0,6,60000,20.4,81.8,5,525000
Maruti,Ciaz,Dealer,Petrol,Manual,1159571.9424460432,4,33000,20.73,91.1,5,713000
Hyundai,Verna,Individual,Petrol,Manual,1275500.0,11,110000,16.2,103.2,5,250000
Maruti,Ertiga,Dealer,Petrol,Manual,1038372.0,8,30000,16.02,93.7,7,580000
Mercedes-Benz,GL-Class,Dealer,Petrol,Automatic,7174000.0,4,11500,11.5,362.0,5,7595000
Hyundai,Creta,Individual,Diesel,Manual,1572500.0,6,148000,19.67,126.2,5,950000
Volkswagen,Vento,Dealer,Petrol,Automatic,1323000.0,6,53000,16.93,103.2,5,575000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,10,98000,12.99,100.0,8,635000
Honda,WR-V,Individual,Petrol,Manual,1143988.6363636362,4,20000,17.5,88.7,5,750000
Honda,City,Dealer,Petrol,Manual,1584000.0,7,42000,17.4,117.3,5,645000
BMW,3,Individual,Petrol,Automatic,5919500.0,4,16300,17.61,184.0,5,2950000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,7,244400,12.99,100.6,8,900000
Tata,Tiago,Individual,Petrol,Manual,652000.0,2,10000,23.84,84.0,5,500000
Mahindra,KUV,Dealer,Petrol,Manual,833500.0,5,23593,18.15,82.0,6,475000
Maruti,Ciaz,Individual,Diesel,Manual,1159571.9424460432,3,20000,28.09,88.5,5,850000
Maruti,XL6,Dealer,Petrol,Manual,1343000.0,1,23000,19.01,103.2,6,1045000
Hyundai,Elantra,Dealer,Diesel,Automatic,2530000.0,3,22886,14.62,113.42,5,1785000
Hyundai,i20,Individual,Petrol,Manual,1024000.0,5,70000,18.6,81.83,5,450000
Maruti,Ciaz,Individual,Petrol,Manual,1238500.0,2,34500,21.56,103.25,5,921000
Ford,Freestyle,Individual,Petrol,Manual,827000.0,2,15000,19.0,94.68,5,750000
Renault,KWID,Individual,Petrol,Manual,538500.0,3,28000,23.01,67.0,5,345000
Audi,A6,Dealer,Diesel,Automatic,6801100.0,7,56000,17.68,174.33,5,1650000
Mahindra,Scorpio,Individual,Diesel,Manual,1681000.0,4,70000,15.4,120.0,7,1100000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,9,121000,12.99,100.0,8,1250000
Tata,Nexon,Individual,Diesel,Manual,1180500.0,2,25000,21.5,108.5,5,862000
Mahindra,XUV500,Individual,Diesel,Automatic,2136000.0,4,48800,16.0,140.0,7,1300000
Mahindra,XUV500,Dealer,Diesel,Manual,2001618.556701031,9,76122,15.1,140.0,7,645000
Hyundai,Grand,Dealer,Petrol,Automatic,752000.0,4,41000,18.9,81.86,5,595000
Maruti,Swift,Individual,Petrol,Manual,751500.0,8,71000,18.6,85.8,5,470000
Hyundai,Verna,Individual,Petrol,Manual,1458305.7553956835,10,81000,17.1,121.3,5,336000
MG,Hector,Dealer,Diesel,Manual,2006500.0,1,1005,17.41,167.68,5,1585000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,8,80000,23.4,74.0,5,420000
Maruti,S-Presso,Individual,Petrol,Manual,519500.0,2,5000,21.7,67.0,5,455000
Hyundai,Creta,Dealer,Petrol,Manual,1630728.5714285714,6,56836,15.29,121.3,5,790000
Ford,Ecosport,Dealer,Petrol,Manual,1143500.0,6,46215,15.8,110.0,5,690000
Mahindra,Scorpio,Dealer,Diesel,Manual,1659000.0,8,88000,12.05,120.0,8,585000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,5,62000,24.3,88.5,5,795000
Maruti,Ertiga,Trustmark Dealer,CNG,Manual,1022000.0,4,38461,26.8,103.0,7,790000
Hyundai,i20,Dealer,Petrol,Manual,1057500.0,6,44983,18.6,81.83,5,565000
Honda,City,Dealer,Petrol,Manual,1584000.0,4,15735,17.4,117.6,5,925000
Mahindra,XUV500,Dealer,Diesel,Manual,2137000.0,7,84000,15.1,140.0,7,900000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,5,66000,25.2,74.0,5,650000
Hyundai,i20,Dealer,Diesel,Manual,1081004.213483146,5,77000,22.54,88.73,5,650000
Maruti,Wagon R,Dealer,Petrol,Manual,630000.0,10,32908,18.9,67.1,5,250000
Hyundai,i20,Dealer,Diesel,Manual,1162500.0,10,78000,21.9,90.0,5,450000
Maruti,Baleno,Individual,Petrol,Manual,869356.8464730291,4,12351,21.4,83.1,5,640000
Land Rover,Rover,Dealer,Diesel,Automatic,7522000.0,5,62000,12.7,187.7,5,3950000
Maruti,Swift,Dealer,Petrol,Manual,774671.5686274511,12,63000,16.1,85.0,5,220000
Hyundai,Grand,Dealer,Petrol,Manual,707119.5054945055,4,25100,18.9,82.0,5,549000
Volkswagen,Vento,Dealer,Petrol,Automatic,1346000.0,5,56205,18.19,103.2,5,650000
Maruti,Ciaz,Individual,Petrol,Manual,1152500.0,4,20000,20.73,91.1,5,800000
Hyundai,i20,Dealer,Petrol,Manual,1112000.0,3,37000,18.6,81.83,5,740000
Maruti,Swift Dzire,Individual,Petrol,Manual,855500.0,9,35000,17.5,85.8,5,350000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,9,36000,20.92,67.1,5,245000
Maruti,Ciaz,Dealer,Petrol,Automatic,1173000.0,4,28847,19.12,91.1,5,850000
Maruti,Ertiga,Dealer,Diesel,Manual,1038372.0,5,55000,24.52,88.5,7,595000
Maruti,Eeco,Individual,Petrol,Manual,469500.0,6,60000,15.37,73.0,7,250000
Volkswagen,Polo,Dealer,Diesel,Manual,928383.0409356725,5,72168,20.14,88.8,5,695000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,3,40000,23.95,67.05,5,350000
Hyundai,Creta,Dealer,Diesel,Manual,1784000.0,5,85000,19.67,126.2,5,1095000
Maruti,Ciaz,Dealer,Petrol,Manual,1152000.0,7,44000,20.73,91.2,5,585000
Hyundai,i20,Individual,Petrol,Manual,1051000.0,9,64000,18.5,82.9,5,290000
Hyundai,Santro,Individual,Petrol,Manual,639939.0243902439,9,47000,17.92,62.1,5,260000
Hyundai,i20,Dealer,Petrol,Manual,1112000.0,3,34000,18.6,81.83,5,835000
Audi,A8,Individual,Diesel,Automatic,18600000.0,9,45000,11.8,246.7,5,2500000
Maruti,Swift,Dealer,Petrol,Manual,774671.5686274511,6,55429,21.21,81.8,5,515000
Mahindra,KUV,Dealer,Diesel,Manual,780383.3333333333,5,72000,25.32,77.0,6,475000
Honda,Amaze,Dealer,Diesel,Manual,1063500.0,5,27946,24.7,98.63,5,740000
Volkswagen,Polo,Dealer,Petrol,Manual,928383.0409356725,6,65000,16.2,74.0,5,465000
Ford,Ecosport,Dealer,Petrol,Automatic,1120500.0,2,15700,14.7,120.69,5,1145000
Hyundai,Verna,Individual,Diesel,Manual,1493000.0,5,50000,23.9,126.2,5,750000
Maruti,Swift Dzire,Individual,Petrol,Manual,861500.0,9,32000,17.5,85.8,5,430000
Renault,KWID,Dealer,Petrol,Manual,551000.0,3,35000,23.01,67.0,5,415000
Hyundai,i20,Individual,Diesel,Manual,1072500.0,4,64000,22.54,88.73,5,610000
Maruti,Swift,Individual,Petrol,Automatic,771500.0,3,20000,22.0,81.8,5,690000
Maruti,Celerio,Dealer,Petrol,Manual,627500.0,5,18000,21.63,67.04,5,450000
Hyundai,i20,Dealer,Petrol,Manual,1072000.0,5,41000,18.6,81.86,5,525000
Honda,Amaze,Dealer,Petrol,Automatic,933984.0255591054,3,20672,18.3,88.76,5,825000
Volkswagen,Vento,Dealer,Petrol,Automatic,1329465.9090909092,7,69000,16.93,103.2,5,485000
Mahindra,Scorpio,Dealer,Diesel,Manual,1659000.0,13,52000,12.7,120.0,8,365000
Skoda,Rapid,Dealer,Diesel,Manual,1228091.836734694,9,87000,20.5,103.5,5,475000
Tata,Nexon,Dealer,Petrol,Manual,1181914.4736842106,4,15700,17.0,108.5,5,650000
Toyota,Innova,Dealer,Diesel,Automatic,2594500.0,5,90000,11.36,171.5,7,1750000
Maruti,Alto,Dealer,Petrol,Manual,429500.0,8,45019,22.74,47.3,5,285000
Hyundai,i20,Dealer,Petrol,Manual,1081004.213483146,4,60000,18.6,81.83,5,595000
Maruti,Swift Dzire,Dealer,Petrol,Manual,913000.0,4,53154,17.5,85.8,5,725000
Hyundai,Creta,Dealer,Diesel,Automatic,1630728.5714285714,5,47000,18.5,113.42,5,990000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,11,70000,19.81,68.05,5,170000
Honda,WR-V,Dealer,Diesel,Manual,1284000.0,3,68368,25.5,98.6,5,1010000
Hyundai,i20,Individual,Diesel,Manual,1161000.0,8,89000,21.9,88.8,5,400000
Hyundai,Venue,Dealer,Petrol,Automatic,1107343.137254902,1,6000,18.15,118.35,5,1230000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,8,120000,20.45,83.8,5,380000
Maruti,Baleno,Individual,Petrol,Manual,847500.0,4,70000,21.4,83.1,5,620000
Maruti,Wagon R,Individual,Petrol,Manual,648000.0,4,35000,20.51,67.04,5,400000
Mahindra,KUV,Dealer,Diesel,Manual,780383.3333333333,5,21000,25.32,77.0,5,425000
Honda,WR-V,Individual,Petrol,Manual,1113000.0,4,68000,17.5,88.7,5,750000
Volkswagen,Polo,Dealer,Diesel,Manual,928383.0409356725,9,57000,22.07,73.9,5,335000
Hyundai,i20,Individual,Diesel,Manual,1081004.213483146,6,50000,21.19,88.73,5,590000
Maruti,Baleno,Individual,Petrol,Manual,931000.0,5,4300,21.4,83.1,5,665000
Hyundai,Verna,Individual,Petrol,Manual,1381000.0,3,35000,17.7,121.3,5,900000
Maruti,Ertiga,Individual,Diesel,Manual,1038372.0,9,100000,20.77,88.8,7,525000
Mahindra,KUV,Individual,Petrol,Manual,833500.0,5,50000,18.15,82.0,6,400000
Honda,City,Dealer,Petrol,Manual,1519207.8825347759,14,90000,16.9,100.0,5,275000
Maruti,Swift Dzire,Individual,Petrol,Manual,846500.0,5,50000,20.85,83.14,5,489000
Maruti,Wagon R,Dealer,Petrol,Automatic,618558.6145648313,5,24000,20.51,67.0,5,375000
BMW,3,Dealer,Diesel,Automatic,5806500.0,10,95000,16.07,181.0,5,1125000
Hyundai,i20,Dealer,Petrol,Manual,1072000.0,10,40000,17.0,80.0,5,250000
BMW,3,Dealer,Diesel,Automatic,5393000.0,8,60000,16.07,181.0,4,1300000
Hyundai,i20,Dealer,Diesel,Manual,1126000.0,9,98000,21.27,88.76,5,375000
Hyundai,i20,Dealer,Diesel,Manual,1126000.0,2,3500,22.54,88.73,5,895000
